"vac_title","fulltext","Seniority"
"Kaufmann im Einzelhandel (m/w) - Verkauf","Werde Kaufmann/-frau im Einzelhandel bei IKEA ÜBER DIE STELLE Du möchtest alles kennenlernen, was IKEA als Unternehmen so erfolgreich macht? In deiner Ausbildung zum/zur Kaufmann/-frau im Einzelhandel geht das: Im Laufe der Zeit entdeckst du jede Abteilung und erfährst, wie ein IKEA Einrichtungshaus funktioniert. Du lernst, was ein gutes Beratungsgespräch ausmacht und wie es gelingt, Kundenwünsche nicht nur zu erfüllen, sondern zu übertreffen. Keine Sorge - es bleibt nicht bei der Theorie, dein Spaß am Verkaufen ist von Anfang an gefragt. In welchem Schwerpunktbereich du dich spezialisieren möchtest - Verkauf, Kundenservice oder Logistik - entscheidest du in Absprache mit deinem Ausbildungsverantwortlichen. Im Verkauf erfährst du alles über Verkaufssteuerung. Was macht die Vermarktung unserer Produkte erfolgreich? Wie bringt man eine Abteilung auf Erfolgskurs und was macht unsere Kunden so zufrieden, dass sie gerne wiederkommen? Im Kundenservice ist es dir wichtig, dass die Kunden unser Einrichtungshaus mit einem Lächeln betreten und es mit einem Lächeln verlassen. In den Bereichen Kasse, Umtausch, Reklamation und Warenausgabe erfährst du, wie du auf Grundlage unserer internen Vorgaben schnelle, unkomplizierte und kundenorientierte Lösungen für jede Herausforderung findest. Im Bereich Logistik sorgst du dafür, dass alle Kunden ihre Wunschprodukte zur richtigen Zeit im Einrichtungshaus vorfinden. Du gewinnst den Überblick, wie alle logistischen Prozesse ineinandergreifen und wie Warenströme bei IKEA gesteuert werden - vom Lieferanten bis ins Verkaufsfach. DEINE AUFGABE Was du bei uns lernen kannst: * Wie werden Verkaufsabteilungen optimal geplant und organisiert? Hier erfährst du es * Gemeinsam mit deinen Kollegen aus den Bereichen Marketing, Logistik und Kundenservice trägst du zum positiven Einkaufserlebnis der Kunden bei * Erfahre, wie sich Ziele lösungsorientiert, gut organisiert und kostenbewusst erreichen lassen * Als Teamplayer teilst du unsere offene Unternehmenskultur und genießt unseren starken Zusammenhalt DEIN PROFIL Was du mitbringen solltest: * Verkaufen liegt dir und du hast Lust, mit anzupacken * Die Wünsche unserer Kunden liegen dir am Herzen * Deine Begeisterung für unsere Produkte ist ansteckend * Ein kühler Kopf und ein warmes Lächeln zeichnen dich in allen Situationen aus * Zu deinen Eigenschaften gehören Organisationstalent, Verantwortungsbereitschaft und ganz besonders deine offene und freundliche Art, auf Menschen zuzugehen * Du hast Interesse an Zahlen, Umsätzen und Verkaufssteuerung * Der Umgang mit den MS-Office-Tools ist dir vertraut DEINE BEWERBUNG Bitte sende uns folgende Unterlagen: * Ein ausführliches persönliches Anschreiben, in dem du beschreibst, warum du Kaufmann/-frau im Einzelhandel werden möchtest, welche Voraussetzungen du dafür mitbringst und warum du gut zu uns passt * Einen vollständigen Lebenslauf * Deine letzten Schul- und Praktikumszeugnisse Weitere wichtige Bewerbungstipps findest du auf unserer Internetseite www.ausbildung.ikea.de. Bitte bewirb dich online. DAS BIETET DIR IKEA * Eine umfassende Ausbildung und einen eigenen Ausbildungspaten * Ein angenehmes Miteinander im Team mit flachen Hierarchien * Eine attraktive Vergütung mit tollen Sozialleistungen (Ausbildungszulage, Weihnachts- und Urlaubsgeld, Mitarbeiterrabatt, betriebliche Altersvorsorge u.v.m.) * Einen Ausbildungsplatz, bei dem Einsatz und eigene Ideen mehr zählen als angepasstes Denken * Vielseitige Entwicklungschancen nach der Ausbildung: mehr Verantwortung in deinem Bereich, ein Wechsel in eine andere Abteilung oder in eine andere Stadt * Nach dem Abschluss deiner Ausbildung hast du beste Aussichten auf eine Übernahme * Eine bevorzugte Behandlung, wenn du schwerbehindert bist und die nötigen Voraussetzungen für die Stelle mitbringst Ausbildungsplätze bietet IKEA landesweit, daher hast du während deiner Online-Bewerbung die Möglichkeit, uns drei Ausbildungsstandorte anzugeben. Solltest du deinen gewünschten Standort nicht in der Auswahl finden, haben wir dort für dieses Jahr leider alle Ausbildungsplätze vergeben. Anne Richter freut sich auf deine Online-Bewerbung! Weitere Informationen zum Beruf","Junior"
,"Senior IT-Consultant (m/w)Die Personalberatung Bokelmann ist ein regional führendes Beratungsunternehmen in Ostwestfalen-Lippe. Zu den seit rund 25 Jahren erfolgreich angebotenen Leistungen zählt insbesondere die zielgerichtete Vermittlung von Fach- und Führungskräften. Vor diesem Hintergrund suchen wir für unsere Partnerunternehmen gute und motivierte Mitarbeiter im Rahmen von unbefristeten Festanstellungen.Im Auftrag eines zukunftsweisenden Softwareanbieters aus dem Raum Ostwestfalen-Lippe, der seinen Kunden individuelle und umfassende Softwarelösungen für verschieden Geschäftsbereiche bietet, suchen wir Sie als kommunikativen, reisebereiten und kundenorientierten Senior IT-Consultant (m/w).Ihre Aufgaben * Eigenverantwortliche Beratung der Kunden und Einführung der Software vor Ort * Projektverantwortung von der Anforderungsaufnahme bis hin zur Realisierung * Kundenspezifische Anpassungen der Software * Intensive Beratung bei der Abbildung von Geschäftsprozessen * Schulung der Kunden und Endanwender * Pflege der Kundenbeziehung als technischer Ansprechpartner * Betreuung und Anleitung des Projektteams Ihre Qualifikationen * Abgeschlossenes Studium der Informatik oder alternativ eine fundierte Ausbildung im IT-Bereich * Gute Kenntnisse in der Programmierung unter C#, C++ oder JavaScript * Erste Erfahrungen Umgang mit .NET basierten Programmiersprachen wünschenswert * Erfahrung im Erstellen von SQL-Abfragen * Englisch in Wort und Schrift Sie sind außerdem * Reisebereit und kundeorientiert * Sicher im Auftreten und kommunikativ * Selbstständig, analytisch und strukturiert * Teamfähig und engagiert * Eigenverantwortlich in ihrer Arbeitsweise Das Unternehmen bietet Ihnen * Eine langfristige Arbeitsstelle in einem international gut aufgestellten Unternehmen * Persönliche und fachliche Weiterbildung * Kurze Entscheidungswege und einen großen Entscheidungsspielraum Interessiert? Dann senden Sie uns bitte Ihre aussagekräftigen Bewerbungsunterlagen im PDF-Format an kontakt@bokelmann.de. Für weitere Fragen zu diesem Stellenangebot steht Ihnen Herr Wrede gerne unter der Durchwahl 0 52 51 - 37 01 05 zur Verfügung!","Senior"
"PostDoc Geoinformatik, Geostatistik, Umweltwissenschaften - Datenanalysen, Schnittstellen, Programmierung (w/m)","Zur Übersicht PostDoc Geoinformatik, Geostatistik, Umweltwissenschaften - Datenanalysen, Schnittstellen, Programmierung (w/m) ID: 135653 __________________________________________________ Art des Jobs Vollzeit Eingetragen am 29.11.2018 Einsatzort Geesthacht, Schleswig-Holstein __________________________________________________ Jobbeschreibung Firma Helmholtz-Zentrum Geesthacht Zentrum für Material- und Küstenforschung GmbH 21502 Geesthacht Link zu weiteren Informationen Zur Übersicht","Senior"
"CNC Techniker/in","Fenster mit Ästhetik und Funktion www.kastenfenster.at Wir sind eine Traditionstischlerei, in vierter Generation, seit 1921. Als führender Tischlereibetrieb, im historischen Fenster- und Türenbau , konnten wir durch hohen Qualitätsanspruch, Fachkompetenz und technische Innovationsfähigkeit unsere Marktpräsenz ständig ausbauen. Um diese dynamische Entwicklung weiterführen zu können, suchen wir interessierte und motivierte Mitarbeiter mit effizientem Umsetzungspotential. CNC Techniker/in Der Kern Ihrer Aufgabe liegt: - CNC Steuerung + Programmierung (NC HOPS, Biesse Maschine 24 G) Unsere Anforderungen: - Gute CNC Steuerung + Programmier-Kenntnisse - Von Vorteil: Abgeschlossene technische Ausbildung (Fachschule, Meisterprüfung, HTL, FH) - Gute AUTOCAD-Kenntnisse - Branchenkenntnisse im Bereich Fenster- und Türenbau wären vorteilhaft - technisches und organisatorisches Verständnis für Gesamtlösungen - genaue und strukturierte Arbeitsweise - selbständiges und verantwortungsbewusstes Arbeiten - Einsatzbereitschaft - Freundliches Auftreten Wir bieten Ihnen ein spannendes und abwechslungsreiches Aufgabengebiet auf österreichweiter Ebene, in einem dynamischen Unternehmen mit angenehmem Betriebsklima, am Dienstort in 4690 Schwanenstadt. Betriebswohnung verfügbar. Jahresbruttogehalt lt. KV € 30.153,90, Bereitschaft zur Überzahlung abhängig von Qualifikation und Berufserfahrung. Wir freuen uns über Ihre aussagekräftige Bewerbung. Bitte senden Sie diese mit Foto per Mail an kranz@kastenfenster.at oder an Kranz GmbH&CoKG Ing. August Kranz Johann-Pabst-Straße 3 4690 Schwanenstadt office@kastenfenster.at www.kastenfenster.at Schwanenstadt, 11.07.2018 Kranz Tischlerei GmbH. & Co.KG., Johann Pabst Straße 3, A-4690 Schwanenstadt Telefon: (++43) (0) 7673 / 2323-0, Telefax: (++43) (0) 7673 / 2323-18 UID-Nr. ATU24714904 / FN26461p, LG. Wels kranz@kastenfenster.at www.kastenfenster.at","Medior"
"Teamleiter Business Data Analytics (m/w/d) - Neckarsulm","Teamleiter Business Data Analytics (m/w/d) - Neckarsulm Anzeige vom: 31.10.2018 00:00:00 Stellen-ID: 7408347 Druckversion Mehr Jobs dieses Unternehmens Mehr Jobs in 25km Umkreis Mehr Jobs im Bereich: IT Jobs Datenbanken IT-Leitung / Projektleitung Alle Jobs im IT-Treff","Senior"
"Elektroniker für Energie und Gebäudetechnik (m/w) Vollzeit","Elektroniker für Energie und Gebäudetechnik (m/w) Vollzeit JOBMACHER GmbH Stuttgart * Posted on 21 Nov 2018 * Job type: Full time * Career level: Professional/Experienced * Industry: Industry and mechanical engineering * Sign up and apply * Create search alert Elektrotechnik/Elektronik Elektroniker für Energie und Gebäudetechnik (m/w) Vollzeit Wir suchen für unseren namhaften Kunden, ein bekanntes Hamburger Mittelstandsunternehmen aus der Elektrobranche, ab sofort einen Elektroniker (m/w) zur Festanstellung. Ihre Tätigkeiten * Planung und Installation von elektrotechnischen Anlagen * Kompletter Einbau von neuen Anlagen * Modernisierung von Elektroinstallationen * Ausführung sämtlicher elektronischer Arbeiten in der Gebäudetechnik * Kabel- und Leitungsbau * Anlegen von Kabelkanälen * Wartung, Instandhaltung und Reparatur Ihr Profil * Berufsausbildung als Elektroniker (m/w) Energie- und Gebäudetechnik, Elektroinstallateur (m/w) oder eine vergleichbare Qualifikation * Auch Berufsanfänger /- einsteiger haben Chancen * Führerschein der Klasse B ist wünschenswert, jedoch keine Voraussetzung Wir bieten Ihnen * Eine fachkompetente Beratung und persönliche Btreuung * Einen unbefristeten Arbeitsvertrag mit übertariflicher Bezahlung nach IGZ/DGB * Urlaubs- und Weihnachtsgeld * Zuschuss zu der Proficard des HVV * Handy mit Flatrate (Apple iPhone oder Samsung Galaxy) Haben Sie Interesse? Rufen Sie uns einfach an! Ihr Berater Jan Ziesemer steht Ihnen gerne telefonisch unter +49 40 709 750 673 zur Verfügung. Oder Sie klicken auf ""Online bewerben"". Dort können Sie Ihre Kontaktdaten eingeben und Ihren Lebenslauf hochladen. Sie benötigen dafür nur 1 Minute. Gerne können Sie uns Ihre Bewerbungsunterlagen auch per E-Mail hamburg@die-jobmacher.de oder per Post zusenden. Jobs to match your lifestyle: Enter a job title or keyword Location Radius For recruiters: Post a job","Junior"
"Facharbeiter im Hochbau (m/w)","Facharbeiter im Hochbau (m/w) gefunden bei Werner Thoma Baugesellschaft mbH & Co. KG Geschäftsführung Bergheim, Nordrhein-Westfalen Werner Thoma Baugesellschaft mbH & Co. KG Geschäftsführung 237181830 Werden Sie Teil unseres Teams! Zum nächstmöglichen Zeitpunkt suchen wir einen Facharbeiter im Hochbau (m/w) Ihr Profil > eine abgeschlossene Berufsausbildung als Maurer oder Beton- und Stahlbetonbauer. > den Besitz eines gültigen PKW-Führerscheins. > sehr gute deutsche Sprachkenntnisse. > Einsatzbereitschaft, Belastbarkeit sowie eine selbstständige, engagierte und sorgfältige Arbeitsweise. > ein kooperatives Verhalten im Team. Wir bieten Ihnen > Eine unbefristete Festanstellung für eine spannende und herausfordernde Aufgabe bei einem äußerst soliden Unternehmen > Individuelle Entwicklungsmöglichkeiten > Ausgezeichnete, langfristige Zukunftsperspektiven > Moderne und attraktive Rahmenbedingungen, in denen Sie Ihre Stärken voll entfalten können Haben wir Ihr Interesse geweckt? Senden Sie uns Ihre Bewerbungsunterlagen mit Angabe des frühestmöglichen Eintrittsdatums per E-Mail an alexandra.thoma@thoma-bau.de . Oder per Post an: Baugesellschaft Werner Thoma GmbH & Co. KG Alexandra Thoma Sonnenhang 8 50127 Bergheim Werden Sie Teil unseres Teams! Zum nächstmöglichen Zeitpunkt suchen wir einen Bautechniker (m/w) für die Abrechnung Ihre Aufgaben > Erstellung von Abrechnungen von Rohbaumaßnahmen durch die Verarbeitung des vom Polier erstellten Aufmaßes bzw. des entsprechenden Architektenplans. Ihr Profil > Eine abgeschlossene Ausbildung zum/zur staatlich geprüften Bautechniker/in oder ein vergleichbarer Abschluss, Berufserfahrung wünschenswert > grundlegende EDV-Kenntnisse > Verantwortungsbewusstsein, Engagement, Teamfähigkeit, Sorgfalt, Genauigkeit und selbstständiges Arbeiten > Bereitschaft zur Weiterbildung Wir bieten Ihnen > Eine unbefristete Festanstellung für eine spannende und herausfordernde Aufgabe bei einem äußerst soliden Unternehmen > Individuelle Entwicklungsmöglichkeiten > Ausgezeichnete, langfristige Zukunftsperspektiven > Moderne und attraktive Rahmenbedingungen, in denen Sie Ihre Stärken voll entfalten können Haben wir Ihr Interesse geweckt? Senden Sie uns Ihre Bewerbungsunterlagen mit Angabe des frühestmöglichen Eintrittsdatums per E-Mail an alexandra.thoma@thoma-bau.de . Oder per Post an: Baugesellschaft Werner Thoma GmbH & Co. KG Alexandra Thoma Sonnenhang 8 50127 Bergheim","Medior"
"Mitarbeiter/in für Labor / Produktion","Stellenangebot Unser Team sucht Verstärkung Als Produktions- und Handelsunternehmen der Milchwirtschaft bedienen wir weltweit Kunden der Lebensmittelindustrie mit Trockenmilchprodukten höchster Qualität. Zur Verstärkung unseres Teams suchen wir zum nächst möglichen Zeitpunkt einen Mitarbeiter/in für Labor / Produktion Aufgabengebiet: * Probenentnahme vor Ort und im Außenlager * Unterstützung von Produktion und Labor Wir erwarten: * Laborkenntnisse oder eine Ausbildung als Laborant/in sind wünschenswert * Flexibilität, Selbstständigkeit und Zuverlässigkeit * Organisationstalent, Teamgeist und Belastbarkeit * PKW Führerschein ist Voraussetzung Wir bieten: * gutes Betriebsklima in einem qualifizierten Team * leistungsgerechte Entlohnung * Bezahlung mit entsprechenden Sozialleistungen Sind Sie interessiert? Bitte senden Sie Ihre Bewerbungsunterlagen schriftlich mit aussagefähigen Unterlagen an unsere Personalabteilung. Lactoland Trockenmilchwerk GmbH Wierlings Esch 50, Postfach 1443, 48235 Dülmen oder Mail.","Junior"
"Buchhalter/in","* Anzeigenübersicht * Anzeige * Standort des Jobs Anzeige auf einen Blick Firma St. Vitus-Stift gGmbH Branche Gesundheits- und Sozialwesen Berufskategorie Finanzen, Immobilien, Recht & Steuern Unterkategorie Buchhaltung Karrierestatus Angestellter Arbeitszeit Teilzeit Standort DE-59399 Olfen größere Darstellung » größere Darstellung » * Keine Kontakdaten hinterlegt Der Anbieter hat keine Kontaktdaten hinterlegt. Bitte entnehmen Sie die entsprechenden Informationen der Anzeige. Vielen Dank! originale Darstellung der Anzeige anzeigen » Textdarstellung der Anzeige anzeigen » Buchhalter/in Die St. Vitus-Stift gGmbH in Olfen ist eine stationäre Altenpflegeeinrichtung mit insgesamt 79 Pflegeplätzen, davon sind 27 Pflegeplätze für Senioren mit demenziellen Erkrankungen vorgesehen. Wir stellen zum nächstmöglichen Zeitpunkt in Teilzeit ein : Buchhalter/in (Qualifizierung als Bilanzbuchhalter/in und mit kaufmännischer Berufserfahrung in einem Altenheim wäre von Vorteil) Wir erwarten: . Motivation, Einsatzbereitschaft und Kreativität für den Aufgabenbereich . Verantwortungs- und Leistungsbereitschaft . hohe soziale Kompetenz . ein kooperatives Miteinander zwischen Bewohnern, Angehörigen, Kollegen und Vorgesetzten . Teamfähigkeit und Flexibilität Wir bieten Ihnen: . eine abwechslungsreiche, selbstständige und eigenverantwortliche Tätigkeit . eine angemessene Vergütung nach dem TVöD . einen sicheren Arbeitsplatz . ein betriebliches Gesundheitsmanagement . ein gutes Betriebsklima Sind Sie Interessiert? Zögern Sie nicht und senden Sie Ihre aussagekräftige Bewerbung bis zum 14. September 2018 an: St. Vitus-Stift gGmbH Frau Kehl St. Vitus Park 1 59399 Olfen oder verwaltung@st-vitus-stift.de","Medior"
"Oberarzt (m/w/d) - Kardiologie - Region: Niedersachsen (Facharzt/-ärztin - Innere Medizin)","Oberarzt (m/w/d) - Kardiologie - Region: Niedersachsen (Facharzt/-ärztin - Innere Medizin) directhire Stellenangebotsbeschreibung: Positionsnummer: 25366 MED Vakanz ab: 01.01.2019 Position: Oberarzt (m/w/d) Fachrichtung: Kardiologie Staat: Deutschland Region: Niedersachsen Klinikart: Akutklinik Versorgungsstufe: Grund- und Regelversorgung Größenklasse (Betten): 250 - 500 Kontakt: Sigrid Kolbe Fon: +49 365 773 008-14 Fax: +49 365 773 008-29 Mail: sigrid.kolbe@permedex.com *PERMEDEX Consulting - europaweit tätige Personalberatung für Ärzte* * * *Sie sind an der hier ausgeschriebenen Position interessiert oder auf der Suche nach einer anderen Position? Dann rufen Sie uns einfach an oder senden einen kurzen Lebenslauf mit Angabe der gesuchten Stelle und regionalen Verfügbarkeit per Mail oder Fax. Wir setzen uns dann umgehend mit Ihnen in Verbindung. Diskretion und die Beachtung von Sperrvermerken sind selbstverständlich.* * * *Weitere täglich aktualisierte Stellenangebote und ein Kontaktformular finden Sie hier: *_http://www.permedex.com/vakanzen.htm_* fulltime Gewünschte Bewerbungsarten: per E-Mail, schriftlich, telefonisch, über die JOBBÖRSE, über Internet Internetadresse: http://www.permedex.com Geforderte Anlagen: Geforderte Anlagen: Lebenslauf, Zeugnisse Stellenangebot-Details in der Jobbörse der BA aufrufen: 10000-1167091204-S 10000-1167091204-S","Senior"
